"County","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Windham County",9015,"2013-2017","All","Number","Margins of Error",1889
"Windham County",9015,"2013-2017","All","Number","Median Household Income",62553
"Windham County",9015,"2013-2017","All","Ratio to State Median","Margins of Error",0.03
"Windham County",9015,"2013-2017","All","Ratio to State Median","Median Household Income",0.85
"Windham County",9015,"2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Windham County",9015,"2013-2017","American Indian and Alaska Native Alone","Number","Median Household Income",-9999
"Windham County",9015,"2013-2017","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999
"Windham County",9015,"2013-2017","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999
"Windham County",9015,"2013-2017","Asian Alone","Number","Margins of Error",11901
"Windham County",9015,"2013-2017","Asian Alone","Number","Median Household Income",30595
"Windham County",9015,"2013-2017","Asian Alone","Ratio to State Median","Margins of Error",0.39
"Windham County",9015,"2013-2017","Asian Alone","Ratio to State Median","Median Household Income",0.33
"Windham County",9015,"2013-2017","Black or African American Alone","Number","Margins of Error",12224
"Windham County",9015,"2013-2017","Black or African American Alone","Number","Median Household Income",41406
"Windham County",9015,"2013-2017","Black or African American Alone","Ratio to State Median","Margins of Error",0.3
"Windham County",9015,"2013-2017","Black or African American Alone","Ratio to State Median","Median Household Income",0.9
"Windham County",9015,"2013-2017","Hispanic or Latino","Number","Margins of Error",4846
"Windham County",9015,"2013-2017","Hispanic or Latino","Number","Median Household Income",33419
"Windham County",9015,"2013-2017","Hispanic or Latino","Ratio to State Median","Margins of Error",0.15
"Windham County",9015,"2013-2017","Hispanic or Latino","Ratio to State Median","Median Household Income",0.76
"Windham County",9015,"2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Windham County",9015,"2013-2017","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999
"Windham County",9015,"2013-2017","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999
"Windham County",9015,"2013-2017","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999
"Windham County",9015,"2013-2017","Some Other Race Alone","Number","Margins of Error",20488
"Windham County",9015,"2013-2017","Some Other Race Alone","Number","Median Household Income",29779
"Windham County",9015,"2013-2017","Some Other Race Alone","Ratio to State Median","Margins of Error",0.69
"Windham County",9015,"2013-2017","Some Other Race Alone","Ratio to State Median","Median Household Income",0.75
"Windham County",9015,"2013-2017","Two or More Races","Number","Margins of Error",11039
"Windham County",9015,"2013-2017","Two or More Races","Number","Median Household Income",46477
"Windham County",9015,"2013-2017","Two or More Races","Ratio to State Median","Margins of Error",0.24
"Windham County",9015,"2013-2017","Two or More Races","Ratio to State Median","Median Household Income",0.84
"Windham County",9015,"2013-2017","White Alone","Number","Margins of Error",2375
"Windham County",9015,"2013-2017","White Alone","Number","Median Household Income",65135
"Windham County",9015,"2013-2017","White Alone","Ratio to State Median","Margins of Error",0.04
"Windham County",9015,"2013-2017","White Alone","Ratio to State Median","Median Household Income",0.81
"Windham County",9015,"2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",2665
"Windham County",9015,"2013-2017","White Alone Not Hispanic or Latino","Number","Median Household Income",66224
"Windham County",9015,"2013-2017","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.04
"Windham County",9015,"2013-2017","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",0.79
